x,y,Al,Ca,Cu,Fe,K,Mg,Mn,Nmin,P,Zn,pH
3,15,1795.75844891807,499.743029431624,1.53383099885796,375.918411260624,52.7103699663995,150.179024796764,51.7902801771383,-0.426200384615509,5.450699223,2.296117820962,4.67353139480468
3,16,1907.5713689093,451.524374713983,1.49845483223695,327.244965942578,51.9310933923353,144.458556611319,35.8514607313743,1.73445528219701,5.017126077,2.22207604297973,4.66113974802681
3,17,1997.35544539383,350.755614342768,1.41312801164323,283.20645885047,49.4868271374043,126.426602063344,24.4050859300735,2.22506945753697,4.756363093,2.0708414552516,4.62870751970295
3,18,2093.63462211492,269.524399728448,1.2639033640915,249.827994324932,49.2773603867783,98.301268479982,17.7917176486176,0.895524507238951,4.895403905,1.8640579091669,4.55827207562478
3,19,2215.77586836136,236.537986963367,1.09736066438286,227.460974176805,50.5974177458804,83.6202838464314,14.3797798648556,0.403374875474201,5.002951929,1.70533526162011,4.52069454732354
3,20,2332.5448340269,265.067801458421,0.961174503557336,223.81231771773,56.5423567107571,96.5771311663793,16.2223139681179,1.63876701732804,5.035328344,1.78442895751651,4.55381010286311
3,21,2416.87862114456,301.787248658027,0.848773529466746,228.256116334988,60.588569832741,114.982507542811,18.3039297098599,4.56759469805237,5.03160692,1.88114110669982,4.56316450723944
3,22,2401.24986643191,328.454355047437,0.879651440703934,262.352562772951,61.9480888730121,113.194407961247,18.4131178348724,5.98342664538063,5.215237946,1.97551881185702,4.52305500967146
3,23,2253.29864323202,383.413104927232,1.14537325358121,348.110735674828,63.714295576166,104.792879596192,17.8217084798295,4.20620448617206,5.432276678,2.18851418275285,4.45936025037053
3,24,2062.73501277277,453.429755965008,1.47063990460582,443.715780523823,65.1608888117298,92.5318665853604,16.8192479072528,2.08997164074591,5.418963965,2.39467711954405,4.4205527523464
3,25,1934.22093622646,447.598730686758,1.61428949676146,478.204474539732,73.5065381025427,88.2497527938354,17.9184522359941,0.669834358044131,5.383362681,2.41712344482207,4.38644992442234
4,1,1640.70536396084,795.537709883145,1.2756219886823,302.460472364753,52.6060285618296,273.749556996458,155.140442771792,-4.91113272873464,5.009594533,2.60758630299635,4.83118965937635
4,2,1560.8401188108,747.668604056704,1.26583492616201,302.848937934319,44.9362243363712,227.492751166142,119.721662422159,-3.28159053089992,5.20799793,2.20657970473961,4.81809242307214
4,3,1500.18601006652,633.587410056282,1.29742682794629,328.554378994625,41.7436554568179,175.006526500413,102.566142384898,-3.40234113535239,5.91272679,2.21548193362027,4.80015666480693
4,4,1468.82665190021,485.035222609027,1.22918047989663,358.026582701647,34.9134583579631,135.977163614319,82.0433477087596,-4.00701210780459,7.027680159,1.98076989431886,4.71737404788112
4,5,1609.23852163158,483.240949506332,1.24402677042059,360.396640809894,38.5585441159507,117.102044707045,71.6019116945689,-4.75122659956224,6.506252063,1.96889771772574,4.6460265953597
4,6,1827.40986485452,456.398325705409,1.2907499303309,356.911555600921,45.7764964309474,91.7265346282122,62.5393779262033,-5.18776272543214,6.182448627,1.967590325791,4.54709864628163
4,7,1914.86401412777,449.401883197357,1.27743653182427,359.444132305235,50.9115691980603,82.8709208356684,54.8466461580562,-4.31840026340459,6.299440365,1.9802716217134,4.47744896691905
4,8,1815.72914225272,475.253229514374,1.15894936906043,362.627126549164,53.4799262266531,106.891813906815,39.444840346558,-1.06944903995642,5.365593942,2.14446202659696,4.46632269802318
4,9,1642.1810203743,518.245198874702,1.10093578399013,368.157970948567,52.2884587068938,124.116844632249,37.6506744813521,1.73853494484097,4.878309453,2.25085642562651,4.50330468945286
4,10,1469.69650943832,508.113639489031,1.1871549347907,390.151018921412,48.7112961553274,116.294420970809,49.7347944876701,2.32894598290963,5.142867584,1.99945051767109,4.51029512976136
