x,y,Al,Ca,Cu,Fe,K,Mg,Mn,Nmin,P,pH
7,2,3486.85573303263,302.690008039314,2.75316038986418,947.610436074372,91.0796304375779,39.9992777781753,12.0186890126949,-7.48498426156032,55.4682853880868,4.21590076923333
7,3,3861.14432505848,303.079181816413,2.46924343566821,693.919623668827,91.0629718586551,37.6313599323242,9.48986351619968,-18.3567468979127,48.4549455781648,4.27043509253253
7,4,3750.29940331314,214.805121518949,2.34563667739215,757.705815105232,86.686153689457,33.6130537147063,3.61028044181678,-9.23879171864956,42.3312631767236,4.30459292815786
7,5,3764.50614279059,169.690415729301,2.32770434700759,735.847777867166,78.2356884650581,32.0950786481014,0.40731566460282,-8.49415771858223,39.7378446366494,4.32097469306867
7,6,3812.57238025217,192.906781309803,2.63770580226411,520.537534054047,67.8728852041568,31.023020661861,0.0153497898994841,-8.20684215373115,40.5210162080427,4.24952845934402
7,7,4058.42020037179,199.074810667362,2.95736827884209,407.030872744377,59.4183482003969,29.3686849108308,0.000388679581460368,-10.0766295236356,37.2418123996015,4.20072509926196
7,8,3983.75057047121,185.325718199643,2.83488902879217,421.349831889669,56.1384704708108,28.6532548731236,0.000713418974923474,-9.70741359103147,29.1455589972594,4.22674708019428
7,9,4215.20065198727,158.630552439275,2.5709243926081,389.858437739968,55.2569550643764,27.0860143107459,0.00196471725539253,-11.5129530730662,18.3910005718749,4.28405628056361
7,10,3975.00920256053,198.706636321448,2.50703335799423,420.412531658276,57.1981668057047,27.6119932496487,0.0673470620879708,-8.48560329817354,14.3140588482421,4.29825511116232
7,11,3956.03718083107,309.191645905763,2.33907864510879,388.112088727307,58.1882062366407,29.5599969692018,0.795423843645988,-1.45637664032806,10.9167092392333,4.3684127154511
7,12,3835.69728787489,223.516060749055,1.93769771386937,301.273141885878,59.6056649691203,25.5539038643696,2.67557706954043,-8.01418757824313,9.12704382981741,4.42156014957727
7,13,3672.74321455967,253.464505128578,1.67515315690801,269.309413725162,59.4674985439605,23.9622891900856,3.33110487801228,-8.46422119605943,6.39095724951764,4.5904418099531
7,14,3662.43543463916,167.930690243973,1.64601570952533,267.646554631733,58.3819198686983,22.4569849627408,2.84255017585005,-7.17493333037765,6.24951544442278,4.82254107387136
7,15,3537.63701196723,112.627707324653,1.61665391477285,217.218583930249,55.9394163521993,18.8911144694266,1.02660956173653,-3.94141055697083,5.3583216362571,4.95851284426262
